customer_id,min_recency,recency_score,product_count,product_score,sum_profit,profit_score,RFM_score,customer_title,customer_age,customer_age_group,tenure
212,187.0,1,2,1,1790.41,1,111.0,Bronze,16.0,10-19,1.0
213,28.0,3,11,4,8544.5,4,344.0,Gold,21.0,20-29,6.0
214,56.0,2,6,2,2498.8399999999997,2,222.0,Silver,60.0,60-69,6.0
215,3.0,4,8,4,3889.3900000000003,3,443.0,Platinum,43.0,40-49,18.0
216,16.0,4,5,2,2152.05,2,422.0,Platinum,22.0,20-29,7.0
217,4.0,4,8,4,2335.6900000000005,2,442.0,Platinum,38.0,30-39,16.0
218,14.0,4,5,2,1476.17,1,421.0,Platinum,24.0,20-29,8.0
219,40.0,3,7,3,1688.33,1,331.0,Gold,53.0,50-59,7.0
220,15.0,4,6,2,4304.11,4,424.0,Platinum,63.0,60-69,9.0
221,18.0,3,6,2,3865.6800000000007,3,323.0,Gold,37.0,30-39,14.0
222,20.0,3,2,1,1428.06,1,311.0,Silver,39.0,30-39,16.0
223,52.0,2,7,3,4410.07,4,234.0,Silver,34.0,30-39,14.0
224,1.0,4,6,2,3692.0900000000006,3,423.0,Platinum,50.0,50-59,17.0
225,37.0,3,3,1,1587.5500000000002,1,311.0,Silver,40.0,40-49,13.0
226,116.0,1,2,1,1173.8600000000001,1,111.0,Bronze,40.0,40-49,20.0
227,26.0,3,5,2,3906.03,3,323.0,Gold,44.0,40-49,18.0
228,77.0,2,5,2,3719.75,3,223.0,Silver,31.0,30-39,12.0
229,60.0,2,5,2,1811.8399999999997,1,221.0,Silver,51.0,50-59,19.0
230,36.0,3,11,4,5319.630000000001,4,344.0,Gold,63.0,60-69,11.0
231,45.0,2,4,1,2344.5200000000004,2,212.0,Silver,22.0,20-29,3.0
232,141.0,1,6,2,3157.5899999999997,3,123.0,Bronze,30.0,30-39,12.0
233,17.0,4,6,2,2187.0899999999997,2,422.0,Platinum,31.0,30-39,13.0
234,11.0,4,10,4,5763.129999999999,4,444.0,Platinum,48.0,40-49,12.0
235,2.0,4,11,4,4685.820000000001,4,444.0,Platinum,41.0,40-49,15.0
236,6.0,4,4,1,2434.64,2,412.0,Platinum,63.0,60-69,14.0
237,26.0,3,8,4,3635.04,3,343.0,Gold,43.0,40-49,11.0
238,107.0,1,5,2,3112.5699999999997,3,123.0,Bronze,33.0,30-39,14.0
239,1.0,4,9,4,5928.23,4,444.0,Platinum,25.0,20-29,3.0
240,88.0,1,6,2,2338.2099999999996,2,122.0,Bronze,28.0,20-29,15.0
241,47.0,2,4,1,1922.8199999999997,2,212.0,Silver,30.0,30-39,20.0
242,131.0,1,7,3,2558.7,2,132.0,Bronze,25.0,20-29,8.0
243,74.0,2,6,2,2193.55,2,222.0,Silver,41.0,40-49,14.0
244,194.0,1,4,1,3269.2,3,113.0,Bronze,43.0,40-49,8.0
245,12.0,4,5,2,2213.0199999999995,2,422.0,Platinum,16.0,10-19,1.0
246,27.0,3,9,4,3174.16,3,343.0,Gold,26.0,20-29,9.0
247,112.0,1,7,3,4913.16,4,134.0,Bronze,34.0,30-39,13.0
248,134.0,1,7,3,3193.3199999999997,3,133.0,Bronze,39.0,30-39,12.0
249,47.0,2,9,4,2236.13,2,242.0,Silver,25.0,20-29,9.0
250,31.0,3,7,3,4019.05,3,333.0,Gold,29.0,20-29,13.0
251,38.0,3,4,1,1210.0,1,311.0,Silver,40.0,40-49,10.0
252,62.0,2,5,2,2597.6400000000003,2,222.0,Silver,34.0,30-39,13.0
253,17.0,4,5,2,1191.29,1,421.0,Platinum,20.0,20-29,1.0
254,41.0,3,7,3,6780.95,4,334.0,Gold,56.0,50-59,14.0
255,57.0,2,12,4,6813.82,4,244.0,Silver,63.0,60-69,5.0
256,0.0,4,5,2,1728.66,1,421.0,Platinum,42.0,40-49,21.0
257,92.0,1,5,2,3650.5300000000007,3,123.0,Bronze,51.0,50-59,19.0
258,18.0,3,5,2,1642.58,1,321.0,Gold,25.0,20-29,9.0
259,27.0,3,4,1,2124.65,2,312.0,Gold,34.0,30-39,3.0
260,8.0,4,9,4,3381.41,3,443.0,Platinum,38.0,30-39,22.0
261,50.0,2,9,4,4033.1499999999996,3,243.0,Silver,40.0,40-49,8.0
262,10.0,4,5,2,2117.8599999999997,2,422.0,Platinum,40.0,40-49,10.0
263,46.0,2,7,3,3476.9399999999996,3,233.0,Silver,32.0,30-39,7.0
264,48.0,2,5,2,1025.2999999999997,1,221.0,Silver,40.0,40-49,11.0
265,79.0,2,4,1,2692.9100000000003,2,212.0,Silver,52.0,50-59,18.0
266,32.0,3,4,1,1742.83,1,311.0,Silver,28.0,20-29,18.0
267,130.0,1,4,1,2337.9900000000002,2,112.0,Bronze,,,
268,69.0,2,4,1,2713.19,2,212.0,Silver,39.0,30-39,10.0
269,168.0,1,5,2,1668.85,1,121.0,Bronze,63.0,60-69,9.0
270,7.0,4,7,3,4625.21,4,434.0,Platinum,47.0,40-49,17.0
271,202.0,1,2,1,1026.2700000000002,1,111.0,Bronze,26.0,20-29,4.0
272,91.0,1,7,3,3842.0699999999997,3,133.0,Bronze,30.0,30-39,1.0
273,28.0,3,10,4,6519.24,4,344.0,Gold,54.0,50-59,19.0
274,149.0,1,4,1,790.0600000000001,1,111.0,Bronze,41.0,40-49,14.0
275,132.0,1,7,3,4141.68,3,133.0,Bronze,62.0,60-69,13.0
276,3.0,4,6,2,1107.9499999999998,1,421.0,Platinum,27.0,20-29,22.0
277,21.0,3,4,1,1967.13,2,312.0,Gold,61.0,60-69,15.0
278,248.0,1,1,1,827.1599999999999,1,111.0,Bronze,20.0,20-29,4.0
279,14.0,4,6,2,2455.9300000000003,2,422.0,Platinum,36.0,30-39,11.0
280,43.0,3,11,4,7360.53,4,344.0,Gold,22.0,20-29,5.0
281,9.0,4,4,1,2233.67,2,412.0,Platinum,45.0,40-49,8.0
282,69.0,2,2,1,624.15,1,211.0,Bronze,28.0,20-29,11.0
283,91.0,1,6,2,4926.57,4,124.0,Bronze,26.0,20-29,2.0
284,133.0,1,5,2,3251.42,3,123.0,Bronze,31.0,30-39,9.0
285,7.0,4,6,2,2626.74,2,422.0,Platinum,40.0,40-49,12.0
286,137.0,1,4,1,1954.7,2,112.0,Bronze,28.0,20-29,11.0
287,138.0,1,1,1,1408.91,1,111.0,Bronze,32.0,30-39,4.0
288,44.0,3,4,1,1808.7299999999996,1,311.0,Silver,32.0,30-39,9.0
289,44.0,3,10,4,3924.11,3,343.0,Gold,47.0,40-49,10.0
290,11.0,4,5,2,3368.2799999999997,3,423.0,Platinum,,,
291,40.0,3,2,1,605.01,1,311.0,Silver,46.0,40-49,4.0
292,58.0,2,7,3,3631.6000000000004,3,233.0,Silver,56.0,50-59,9.0
293,10.0,4,5,2,1991.9300000000003,2,422.0,Platinum,28.0,20-29,20.0
294,115.0,1,7,3,5509.67,4,134.0,Bronze,58.0,50-59,5.0
295,34.0,3,7,3,4539.9,4,334.0,Gold,53.0,50-59,18.0
296,8.0,4,3,1,2515.29,2,412.0,Platinum,45.0,40-49,17.0
297,8.0,4,4,1,3599.1800000000007,3,413.0,Platinum,58.0,50-59,16.0
298,8.0,4,11,4,5285.59,4,444.0,Platinum,61.0,60-69,9.0
299,92.0,1,7,3,6897.92,4,134.0,Bronze,61.0,60-69,7.0
300,156.0,1,5,2,3475.8999999999996,3,123.0,Bronze,61.0,60-69,9.0
301,93.0,1,2,1,89.71000000000001,1,111.0,Bronze,37.0,30-39,19.0
302,276.0,1,2,1,255.41000000000014,1,111.0,Bronze,40.0,40-49,13.0
303,43.0,3,3,1,3247.08,3,313.0,Gold,43.0,40-49,14.0
304,80.0,2,9,4,2785.0400000000004,2,242.0,Silver,48.0,40-49,15.0
305,33.0,3,7,3,2700.88,2,332.0,Gold,43.0,40-49,11.0
306,123.0,1,2,1,239.35000000000002,1,111.0,Bronze,44.0,40-49,18.0
307,15.0,4,9,4,3660.95,3,443.0,Platinum,33.0,30-39,12.0
308,25.0,3,6,2,4086.21,3,323.0,Gold,34.0,30-39,4.0
309,9.0,4,4,1,2208.58,2,412.0,Platinum,43.0,40-49,21.0
310,8.0,4,7,3,4744.19,4,434.0,Platinum,32.0,30-39,18.0
311,61.0,2,6,2,4054.480000000001,3,223.0,Silver,60.0,60-69,12.0
312,13.0,4,6,2,5001.71,4,424.0,Platinum,59.0,50-59,6.0
313,17.0,4,6,2,3186.63,3,423.0,Platinum,30.0,30-39,13.0
314,20.0,3,8,4,3200.1500000000005,3,343.0,Gold,55.0,50-59,5.0
315,27.0,3,9,4,2200.11,2,342.0,Gold,59.0,50-59,12.0
316,11.0,4,4,1,2158.71,2,412.0,Platinum,41.0,40-49,10.0
317,51.0,2,5,2,3537.3900000000003,3,223.0,Silver,43.0,40-49,14.0
318,9.0,4,7,3,3632.18,3,433.0,Platinum,48.0,40-49,18.0
319,71.0,2,5,2,3955.91,3,223.0,Silver,46.0,40-49,14.0
320,12.0,4,10,4,7204.660000000002,4,444.0,Platinum,20.0,20-29,4.0
321,12.0,4,5,2,2006.1799999999998,2,422.0,Platinum,44.0,40-49,18.0
322,1.0,4,12,4,10341.569999999998,4,444.0,Platinum,40.0,40-49,11.0
323,35.0,3,6,2,2020.7300000000002,2,322.0,Gold,44.0,40-49,7.0
324,21.0,3,5,2,1779.6999999999996,1,321.0,Gold,31.0,30-39,15.0
325,133.0,1,7,3,4465.08,4,134.0,Bronze,46.0,40-49,17.0
326,161.0,1,3,1,1201.2499999999998,1,111.0,Bronze,37.0,30-39,6.0
327,16.0,4,5,2,3498.63,3,423.0,Platinum,49.0,40-49,12.0
328,4.0,4,8,4,2357.8,2,442.0,Platinum,26.0,20-29,12.0
329,34.0,3,6,2,3618.01,3,323.0,Gold,33.0,30-39,12.0
330,107.0,1,6,2,5296.799999999999,4,124.0,Bronze,58.0,50-59,7.0
331,82.0,2,7,3,4404.67,4,234.0,Silver,19.0,10-19,3.0
332,263.0,1,2,1,239.35000000000002,1,111.0,Bronze,39.0,30-39,14.0
333,22.0,3,7,3,3320.1000000000004,3,333.0,Gold,52.0,50-59,8.0
334,56.0,2,6,2,2127.59,2,222.0,Silver,18.0,10-19,3.0
335,24.0,3,2,1,456.9899999999999,1,311.0,Silver,34.0,30-39,8.0
336,82.0,2,5,2,2598.16,2,222.0,Silver,37.0,30-39,3.0
337,37.0,3,6,2,3388.8199999999997,3,323.0,Gold,38.0,30-39,12.0
338,10.0,4,7,3,2343.71,2,432.0,Platinum,59.0,50-59,19.0
339,58.0,2,5,2,4327.24,4,224.0,Silver,37.0,30-39,12.0
340,30.0,3,8,4,2781.36,2,342.0,Gold,44.0,40-49,17.0
341,134.0,1,2,1,955.0799999999999,1,111.0,Bronze,41.0,40-49,5.0
342,93.0,1,4,1,667.15,1,111.0,Bronze,30.0,30-39,2.0
